date,season,year,month,weekday,working_day,weather,temperature,humidity,windspeed,total_rentals,weather_description,hour,temperature_hourly,humidity_hourly,windspeed_hourly,hourly_rentals
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,7,0.22,0.8,0.1045,4
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,8,0.2,0.8,0.1642,5
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,9,0.24,0.87,0.1642,23
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,10,0.26,0.81,0.2537,43
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,11,0.3,0.7,0.1642,85
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,12,0.3,0.75,0.2985,66
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,13,0.32,0.7,0.2537,79
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,14,0.34,0.61,0.2537,86
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,15,0.34,0.61,0.194,91
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,16,0.36,0.57,0.1045,86
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,17,0.34,0.61,0.1343,44
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,18,0.32,0.7,0.194,30
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,19,0.32,0.57,0.1343,16
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,20,0.32,0.49,0.0896,26
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,21,0.3,0.56,0.1343,19
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,22,0.28,0.61,0.1642,17
2011-12-25,1,0,12,0,0,1,0.274783,0.681304,0.155091,754,Clear,23,0.26,0.65,0.1343,16
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,0,0.22,0.75,0.1642,11
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,1,0.28,0.56,0.194,10
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,2,0.34,0.46,0.2239,7
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,4,0.34,0.46,0.2985,2
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,5,0.34,0.42,0.3881,4
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,6,0.32,0.45,0.2836,4
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,7,0.32,0.45,0.194,19
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,8,0.32,0.45,0.1343,18
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,9,0.34,0.46,0.2985,62
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,10,0.34,0.42,0.5224,70
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,11,0.34,0.46,0.5821,91
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,12,0.36,0.43,0.4627,100
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,13,0.38,0.4,0.2985,140
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,14,0.38,0.4,0.3284,153
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,15,0.38,0.4,0.2537,131
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,16,0.36,0.43,0.2836,97
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,17,0.34,0.46,0.2239,97
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,18,0.32,0.49,0.0896,75
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,19,0.3,0.65,0.0896,65
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,20,0.3,0.56,0.0896,56
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,21,0.26,0.7,0.0,49
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,22,0.26,0.7,0.0,27
2011-12-26,1,0,12,1,0,1,0.321739,0.506957,0.239465,1317,Clear,23,0.26,0.7,0.1045,29
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,0,0.26,0.7,0.1642,12
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,1,0.26,0.7,0.1343,6
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,2,0.26,0.7,0.1343,4
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,3,0.3,0.61,0.2239,3
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,4,0.3,0.65,0.2239,3
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,5,0.3,0.64,0.2836,8
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,6,0.3,0.61,0.2985,35
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,7,0.3,0.65,0.2836,80
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,8,0.3,0.65,0.1642,164
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,9,0.32,0.66,0.1045,104
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,10,0.32,0.66,0.0896,60
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,11,0.32,0.66,0.1045,30
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,12,0.3,0.81,0.0896,24
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,13,0.3,0.87,0.1343,20
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,14,0.42,0.82,0.3881,14
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,15,0.42,0.82,0.3881,19
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,16,0.44,0.88,0.3284,46
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,17,0.4,0.87,0.1343,115
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,18,0.38,0.87,0.2836,135
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,19,0.34,0.87,0.1642,90
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,20,0.32,0.93,0.0896,69
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,21,0.32,0.87,0.0896,63
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,22,0.32,0.87,0.0896,32
2011-12-27,1,0,12,2,1,2,0.325,0.7625,0.18845,1162,Misty,23,0.3,0.93,0.1343,26
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,0,0.32,0.87,0.1642,10
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,1,0.32,0.76,0.1642,12
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,2,0.32,0.61,0.2537,7
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,3,0.32,0.61,0.2537,4
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,5,0.32,0.57,0.3582,9
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,6,0.32,0.57,0.2537,43
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,7,0.32,0.57,0.2537,110
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,8,0.32,0.57,0.3582,217
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,9,0.32,0.57,0.3284,189
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,10,0.34,0.57,0.2239,96
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,11,0.36,0.46,0.3582,111
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,12,0.34,0.46,0.5522,140
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,13,0.34,0.39,0.4627,159
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,14,0.32,0.39,0.3881,120
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,15,0.32,0.36,0.4179,117
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,16,0.3,0.36,0.4179,167
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,17,0.28,0.38,0.2537,250
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,18,0.26,0.38,0.3284,169
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,19,0.24,0.41,0.2537,151
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,20,0.24,0.41,0.2239,79
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,21,0.22,0.44,0.1343,70
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,22,0.22,0.44,0.1045,33
2011-12-28,1,0,12,3,1,1,0.29913,0.503913,0.293961,2302,Clear,23,0.22,0.44,0.2537,39
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,0,0.22,0.47,0.194,28
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,1,0.22,0.47,0.2239,15
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,2,0.2,0.51,0.1045,3
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,3,0.2,0.55,0.194,2
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,4,0.2,0.55,0.1642,3
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,5,0.2,0.55,0.1045,10
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,6,0.2,0.59,0.0,41
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,7,0.18,0.64,0.0896,106
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,8,0.2,0.64,0.0,210
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,9,0.2,0.64,0.1343,170
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,10,0.22,0.64,0.1642,110
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,11,0.24,0.6,0.0896,122
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,12,0.26,0.56,0.1045,130
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,13,0.28,0.52,0.1045,131
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,14,0.3,0.52,0.0,142
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,15,0.3,0.52,0.0896,177
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,16,0.3,0.52,0.1642,177
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,17,0.3,0.61,0.1642,240
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,18,0.3,0.56,0.1343,207
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,19,0.3,0.56,0.1045,135
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,20,0.28,0.65,0.1045,96
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,21,0.28,0.61,0.1343,68
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,22,0.28,0.65,0.1343,55
2011-12-29,1,0,12,4,1,1,0.248333,0.574167,0.119412,2423,Clear,23,0.3,0.65,0.1642,45
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,0,0.28,0.7,0.1343,30
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,1,0.26,0.65,0.0896,20
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,2,0.24,0.7,0.1045,12
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,3,0.24,0.7,0.1045,6
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,4,0.24,0.7,0.0896,2
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,5,0.22,0.75,0.0896,10
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,6,0.24,0.7,0.0896,32
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,7,0.24,0.75,0.0896,95
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,8,0.24,0.75,0.0896,205
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,9,0.26,0.75,0.0,194
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,10,0.3,0.65,0.2537,118
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,11,0.32,0.66,0.194,171
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,12,0.32,0.57,0.1343,197
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,13,0.36,0.53,0.1343,207
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,14,0.4,0.47,0.0896,245
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,15,0.42,0.44,0.0,292
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,16,0.42,0.47,0.194,283
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,17,0.38,0.54,0.1642,242
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,18,0.36,0.62,0.1343,182
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,19,0.34,0.49,0.4179,112
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,20,0.34,0.66,0.1045,91
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,21,0.36,0.66,0.1045,95
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,22,0.34,0.71,0.1642,85
2011-12-30,1,0,12,5,1,1,0.311667,0.636667,0.134337,2999,Clear,23,0.36,0.66,0.2537,73
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,0,0.38,0.62,0.3284,44
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,1,0.4,0.62,0.2836,35
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,2,0.4,0.62,0.2836,28
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,3,0.4,0.62,0.2836,18
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,4,0.38,0.71,0.2239,10
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,5,0.36,0.76,0.2239,1
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,6,0.4,0.71,0.0896,6
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,7,0.38,0.76,0.0,19
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,8,0.34,0.81,0.1343,49
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,9,0.38,0.76,0.0,90
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,10,0.4,0.76,0.1642,128
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,11,0.42,0.71,0.1642,217
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,12,0.52,0.39,0.2985,273
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,13,0.5,0.42,0.4925,313
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,14,0.46,0.51,0.3284,300
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,15,0.46,0.47,0.4925,253
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,16,0.44,0.51,0.3881,195
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,17,0.42,0.54,0.194,129
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,18,0.42,0.54,0.1343,93
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,19,0.42,0.54,0.2239,92
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,20,0.42,0.54,0.2239,71
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,21,0.4,0.58,0.194,52
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,22,0.38,0.62,0.1343,38
2011-12-31,1,0,12,6,0,1,0.41,0.615833,0.220154,2485,Clear,23,0.36,0.66,0.0,31
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,0,0.36,0.66,0.0,48
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,1,0.36,0.66,0.1343,93
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,2,0.32,0.76,0.0,75
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,3,0.3,0.81,0.0,52
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,4,0.28,0.81,0.0896,8
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,5,0.28,0.81,0.1045,5
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,6,0.26,0.93,0.1343,2
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,7,0.26,0.93,0.1642,7
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,8,0.26,0.87,0.1045,14
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,9,0.26,0.93,0.1045,40
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,10,0.3,0.81,0.1045,70
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,11,0.34,0.76,0.1343,138
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,12,0.4,0.62,0.2836,201
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,13,0.42,0.58,0.2836,223
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,14,0.44,0.54,0.2985,267
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,15,0.46,0.51,0.2985,265
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,16,0.44,0.54,0.2985,215
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,17,0.48,0.48,0.1642,111
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,18,0.46,0.59,0.2537,106
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,19,0.42,0.67,0.3881,105
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,20,0.44,0.62,0.2985,83
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,21,0.44,0.67,0.2537,71
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,22,0.46,0.55,0.4179,66
2012-01-01,1,1,1,0,0,1,0.37,0.6925,0.192167,2294,Clear,23,0.44,0.51,0.2985,29
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,0,0.4,0.4,0.4627,39
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,1,0.36,0.43,0.4179,12
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,2,0.36,0.34,0.4478,7
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,4,0.28,0.45,0.3284,4
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,5,0.28,0.45,0.3284,4
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,6,0.26,0.41,0.3881,14
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,7,0.24,0.32,0.3881,16
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,8,0.24,0.35,0.2537,53
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,9,0.24,0.35,0.0,68
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,10,0.26,0.35,0.2836,109
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,11,0.26,0.35,0.4925,175
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,12,0.28,0.36,0.2537,202
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,13,0.3,0.36,0.2985,176
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,14,0.3,0.36,0.4179,151
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,15,0.28,0.38,0.4478,168
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,16,0.26,0.35,0.4179,154
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,17,0.26,0.35,0.3881,153
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,18,0.26,0.33,0.2537,126
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,19,0.24,0.38,0.2239,93
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,20,0.24,0.41,0.2239,88
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,21,0.24,0.41,0.3284,66
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,22,0.22,0.44,0.2836,39
2012-01-02,1,1,1,1,0,1,0.273043,0.381304,0.329665,1951,Clear,23,0.22,0.44,0.2537,34
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,0,0.2,0.51,0.2537,13
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,1,0.18,0.55,0.2239,6
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,2,0.18,0.51,0.2537,3
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,3,0.16,0.55,0.2836,2
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,4,0.16,0.55,0.2537,5
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,5,0.14,0.54,0.194,12
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,6,0.14,0.59,0.2836,85
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,7,0.14,0.59,0.2537,170
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,8,0.16,0.55,0.2836,354
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,9,0.16,0.5,0.2836,153
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,10,0.16,0.47,0.4627,60
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,11,0.18,0.37,0.5224,75
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,12,0.18,0.37,0.5224,74
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,13,0.18,0.34,0.6567,73
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,14,0.16,0.43,0.5224,79
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,15,0.16,0.37,0.4179,77
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,16,0.14,0.39,0.5821,136
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,17,0.14,0.26,0.4627,245
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,18,0.14,0.26,0.5224,224
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,19,0.12,0.28,0.4179,156
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,20,0.12,0.33,0.2537,115
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,21,0.1,0.36,0.2239,68
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,22,0.1,0.46,0.2537,33
2012-01-03,1,1,1,2,1,1,0.15,0.44125,0.365671,2236,Clear,23,0.1,0.46,0.3881,18
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,0,0.08,0.42,0.3284,9
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,1,0.04,0.38,0.2985,3
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,2,0.02,0.34,0.2836,1
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,3,0.02,0.34,0.2836,1
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,4,0.02,0.41,0.194,2
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,5,0.02,0.41,0.194,14
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,6,0.02,0.41,0.1642,59
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,7,0.02,0.44,0.194,152
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,8,0.02,0.44,0.1343,315
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,9,0.04,0.45,0.1343,180
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,10,0.06,0.45,0.0,64
2012-01-04,1,1,1,3,1,2,0.1075,0.414583,0.1847,2368,Misty,11,0.08,0.42,0.0896,46
